Part;TimeStep [s];Steps;DTsMin;PartRuntime [s];NpSave;NpSim;NpNew;NpOut;NctSim;NpAlloc [X];NctAlloc [X];SimRuntime [s];NpbSim;NpfSim;NpNormal;NpOutPos;NpOutRho;NpOutMov;DtMin [s];DtMax [s];MemCPU [MiB];MemGPU [MiB];MemGPU_Cells [MiB];NpAlloc;NctAlloc
16;0.1600739783313642;55;0;0.031972;36,752;36,752;0;0;1,350;1.003483;4.137778;0.548450;7,466;29,286;36,752;0;0;0;0.0001824370924050545;0.0001841424891024821;3.209381;5.745224;0.085274;36,880;5,586
17;0.170178686440433;55;0;0.033896;36,752;36,752;0;0;1,350;1.003483;4.137778;0.583935;7,466;29,286;36,752;0;0;0;0.0001822564684658265;0.0001843103526653195;3.209381;5.745224;0.085274;36,880;5,586
18;0.1801009839332128;55;0;0.031992;36,752;36,752;0;0;1,350;1.003483;4.137778;0.616997;7,466;29,286;36,752;0;0;0;0.0001787475750848259;0.0001822092684902373;3.209381;5.745224;0.085274;36,880;5,586
19;0.1901498079130136;56;0;0.032708;36,752;36,752;0;0;1,350;1.003483;4.137778;0.650663;7,466;29,286;36,752;0;0;0;0.0001787468980315965;0.0001802580625805735;3.209381;5.745224;0.085274;36,880;5,586
20;0.2001102872760828;55;0;0.033387;36,752;36,752;0;0;1,350;1.003483;4.137778;0.685031;7,466;29,286;36,752;0;0;0;0.0001802867357306999;0.0001817380781629185;3.209381;5.745224;0.085274;36,880;5,586
21;0.2100763320068957;55;0;0.033385;36,752;36,752;0;0;1,350;1.003483;4.137778;0.719357;7,466;29,286;36,752;0;0;0;0.0001805319595436491;0.0001817501561781643;3.209381;5.745224;0.085274;36,880;5,586
22;0.2201607327570976;56;0;0.032508;36,752;36,752;0;0;1,350;1.003483;4.137778;0.752800;7,466;29,286;36,752;0;0;0;0.0001798934805307802;0.0001805027099506163;3.209381;5.745224;0.085274;36,880;5,586
23;0.2301112279839446;55;0;0.031579;36,752;36,752;0;0;1,350;1.003483;4.137778;0.785285;7,466;29,286;36,752;0;0;0;0.0001802501418501736;0.0001814973024961786;3.209381;5.745224;0.085274;36,880;5,586
24;0.240034896822041;55;0;0.032802;36,752;36,752;0;0;1,350;1.003483;4.137778;0.819264;7,466;29,286;36,752;0;0;0;0.0001803371617975675;0.0001806488554573063;3.209381;5.745224;0.085274;36,880;5,586
25;0.2500008603550275;55;0;0.032098;36,752;36,752;0;0;1,350;1.003483;4.137778;0.852283;7,466;29,286;36,752;0;0;0;0.0001805943930646731;0.0001818167823168576;3.209381;5.745224;0.085274;36,880;5,586
26;0.2601653351611603;59;0;0.034976;36,752;36,752;0;0;1,350;1.003483;4.137778;0.888187;7,466;29,286;36,752;0;0;0;0.0001642249463092932;0.0001820643532536161;3.209381;5.745224;0.085274;36,880;5,586
27;0.270091944712995;59;0;0.035888;36,752;36,752;0;0;1,350;1.003483;4.137778;0.925036;7,466;29,286;36,752;0;0;0;0.0001612500530038317;0.000175409470327944;3.209381;5.745224;0.085274;36,880;5,586
28;0.2800283185100537;58;0;0.035119;36,752;36,752;0;0;1,350;1.003483;4.137778;0.961268;7,466;29,286;36,752;0;0;0;0.0001655361736005805;0.0001753310653841017;3.209381;5.745224;0.085274;36,880;5,586
29;0.2901165897719733;58;0;0.034213;36,752;36,752;0;0;1,500;1.003483;3.724000;0.996642;7,466;29,286;36,752;0;0;0;0.0001708842670399538;0.0001773906679707163;3.209381;5.745224;0.085274;36,880;5,586
30;0.3000514016520643;56;0;0.032907;36,752;36,752;0;0;1,500;1.003483;3.724000;1.030445;7,466;29,286;36,752;0;0;0;0.0001764753956257753;0.0001788048348018812;3.209381;5.745224;0.085274;36,880;5,586
31;0.3100532411376699;56;0;0.033322;36,752;36,752;0;0;1,500;1.003483;3.724000;1.064757;7,466;29,286;36,752;0;0;0;0.0001773578326366254;0.0001792201115417557;3.209381;5.745224;0.085274;36,880;5,586
32;0.3200860397962556;56;0;0.033249;36,752;36,752;0;0;1,500;1.003483;3.724000;1.098916;7,466;29,286;36,752;0;0;0;0.0001736824866016755;0.0001804222777151668;3.209381;5.745224;0.085274;36,880;5,586
33;0.3301559284599607;58;0;0.035022;36,752;36,752;0;0;1,500;1.003483;3.724000;1.134834;7,466;29,286;36,752;0;0;0;0.0001709877618205772;0.0001775194652102684;3.209381;5.745224;0.085274;36,880;5,586
34;0.3401443876910011;57;0;0.034013;36,752;36,752;0;0;1,500;1.003483;3.724000;1.169736;7,466;29,286;36,752;0;0;0;0.0001730045779489306;0.0001790876555852618;3.209381;5.745224;0.085274;36,880;5,586
35;0.3501756974986711;57;0;0.034718;36,752;36,752;0;0;1,500;1.003483;3.724000;1.205347;7,466;29,286;36,752;0;0;0;0.0001743092139792768;0.0001770990427862768;3.209381;5.745224;0.085274;36,880;5,586
36;0.360070057953068;57;0;0.033891;36,752;36,752;0;0;1,500;1.003483;3.724000;1.240274;7,466;29,286;36,752;0;0;0;0.0001721686373400961;0.0001767289839242404;3.209381;5.745224;0.085274;36,880;5,586
37;0.3700183012584571;57;0;0.035361;36,752;36,752;0;0;1,500;1.003483;3.724000;1.276731;7,466;29,286;36,752;0;0;0;0.0001721045768280295;0.0001777201575187046;3.209381;5.745224;0.085274;36,880;5,586
38;0.3801453642266163;57;0;0.035047;36,752;36,752;0;0;1,500;1.003483;3.724000;1.313016;7,466;29,286;36,752;0;0;0;0.000176702443011593;0.0001786342806194504;3.209381;5.745224;0.085274;36,880;5,586
39;0.3901446816392429;58;0;0.035391;36,752;36,752;0;0;1,500;1.003483;3.724000;1.349324;7,466;29,286;36,752;0;0;0;0.000163486708244983;0.0001771080787950767;3.209381;5.745224;0.085274;36,880;5,586
40;0.400113350930252;60;0;0.035171;36,752;36,752;0;0;1,500;1.003483;3.724000;1.385385;7,466;29,286;36,752;0;0;0;0.0001494183184917374;0.0001747883744907511;3.209381;5.745224;0.085274;36,880;5,586
41;0.4100353820087401;62;0;0.036805;36,752;36,752;0;0;1,500;1.003483;3.724000;1.423091;7,466;29,286;36,752;0;0;0;0.0001493815050635997;0.0001696266904600024;3.209381;5.745224;0.085274;36,880;5,586
42;0.4201514170035108;62;0;0.037004;36,752;36,752;0;0;1,500;1.003483;3.724000;1.461005;7,466;29,286;36,752;0;0;0;0.0001495032400547708;0.0001721078954458306;3.209381;5.745224;0.085274;36,880;5,586
43;0.4300178814576775;59;0;0.036036;36,752;36,752;0;0;1,500;1.003483;3.724000;1.498034;7,466;29,286;36,752;0;0;0;0.0001639556922160418;0.0001726867349071988;3.209381;5.745224;0.085274;36,880;5,586
44;0.440055636450941;60;0;0.035870;36,752;36,752;0;0;1,500;1.003483;3.724000;1.534817;7,466;29,286;36,752;0;0;0;0.0001630879819049699;0.0001715092426207838;3.209381;5.745224;0.085274;36,880;5,586
45;0.4500766157398206;59;0;0.036423;36,752;36,752;0;0;1,500;1.003483;3.724000;1.572529;7,466;29,286;36,752;0;0;0;0.0001673378665164698;0.0001725006960402356;3.209381;5.745224;0.085274;36,880;5,586
46;0.460136447663521;59;0;0.035696;36,752;36,752;0;0;1,500;1.003483;3.724000;1.609172;7,466;29,286;36,752;0;0;0;0.0001640446507842235;0.0001772060803335481;3.209381;5.745224;0.085274;36,880;5,586
47;0.4700781681454895;57;0;0.033975;36,752;36,752;0;0;1,500;1.003483;3.724000;1.644046;7,466;29,286;36,752;0;0;0;0.000168092540570861;0.0001763504122762204;3.209381;5.745224;0.085274;36,880;5,586
48;0.4800561750662743;57;0;0.033938;36,752;36,752;0;0;1,500;1.003483;3.724000;1.678879;7,466;29,286;36,752;0;0;0;0.0001723274839644361;0.0001774536446650264;3.209381;5.745224;0.085274;36,880;5,586
49;0.4900448402645658;59;0;0.034769;36,752;36,752;0;0;1,500;1.003483;3.724000;1.714534;7,466;29,286;36,752;0;0;0;0.0001628444574898776;0.0001758494773474868;3.209381;5.745224;0.085274;36,880;5,586
50;0.5000478531156938;59;0;0.035686;36,752;36,752;0;0;1,500;1.003483;3.724000;1.751105;7,466;29,286;36,752;0;0;0;0.0001668059717258037;0.0001745873750725365;3.209381;5.745224;0.085274;36,880;5,586
51;0.5101196794514892;58;0;0.033953;36,752;36,752;0;0;1,500;1.003483;3.724000;1.785941;7,466;29,286;36,752;0;0;0;0.0001708892877432352;0.0001751393235810148;3.209381;5.745224;0.085274;36,880;5,586
52;0.5200164659590337;56;0;0.032859;36,752;36,752;0;0;1,500;1.003483;3.724000;1.820137;7,466;29,286;36,752;0;0;0;0.0001745515767402381;0.0001782834297751192;3.209381;5.745224;0.085274;36,880;5,586
53;0.5300858185445529;57;0;0.033621;36,752;36,752;0;0;1,500;1.003483;3.724000;1.854697;7,466;29,286;36,752;0;0;0;0.0001733827629100907;0.0001784358871196299;3.209381;5.745224;0.085274;36,880;5,586
54;0.5400932320168075;60;0;0.035472;36,752;36,752;0;0;1,500;1.003483;3.724000;1.891115;7,466;29,286;36,752;0;0;0;0.0001574390601143213;0.0001746396027456748;3.209381;5.745224;0.085274;36,880;5,586
55;0.5500603342291985;62;0;0.038140;36,752;36,752;0;0;1,500;1.003483;3.724000;1.930169;7,466;29,286;36,752;0;0;0;0.0001502395006193417;0.0001695314000403909;3.209381;5.745224;0.085274;36,880;5,586
56;0.5601075755895921;62;0;0.041275;36,752;36,752;0;0;1,500;1.003483;3.724000;1.972575;7,466;29,286;36,752;0;0;0;0.000152688100994943;0.0001697364885607975;3.209381;5.745224;0.085274;36,880;5,586
57;0.5700385809787352;60;0;0.036085;36,752;36,752;0;0;1,500;1.003483;3.724000;2.009772;7,466;29,286;36,752;0;0;0;0.0001595543763879048;0.0001715972959537516;3.209381;5.745224;0.085274;36,880;5,586
58;0.5801722925960954;58;0;0.034398;36,752;36,752;0;0;1,500;1.003483;3.724000;2.045113;7,466;29,286;36,752;0;0;0;0.0001701978789443288;0.0001774195828257572;3.209381;5.745224;0.085274;36,880;5,586
59;0.5900185607609901;56;0;0.033544;36,752;36,752;0;0;1,500;1.003483;3.724000;2.079754;7,466;29,286;36,752;0;0;0;0.0001748276255691762;0.0001775410935928091;3.209381;5.745224;0.085274;36,880;5,586
60;0.6000657455734131;58;0;0.035196;36,752;36,752;0;0;1,500;1.003483;3.724000;2.115908;7,466;29,286;36,752;0;0;0;0.0001689239303390512;0.0001774658380927492;3.209381;5.745224;0.085274;36,880;5,586
61;0.6100714367914186;58;0;0.035014;36,752;36,752;0;0;1,500;1.003483;3.724000;2.151818;7,466;29,286;36,752;0;0;0;0.0001686600794423421;0.0001758569647163872;3.209381;5.745224;0.085274;36,880;5,586
62;0.6200798139271966;59;0;0.035620;36,752;36,752;0;0;1,500;1.003483;3.724000;2.188331;7,466;29,286;36,752;0;0;0;0.0001665985067935572;0.0001732398731182426;3.209381;5.745224;0.085274;36,880;5,586
63;0.6301194238716087;58;0;0.034988;36,752;36,752;0;0;1,500;1.003483;3.724000;2.224217;7,466;29,286;36,752;0;0;0;0.0001694533957506911;0.0001767827376199846;3.209381;5.745224;0.085274;36,880;5,586
64;0.6400576789488216;56;0;0.033869;36,752;36,752;0;0;1,500;1.003483;3.724000;2.259042;7,466;29,286;36,752;0;0;0;0.0001763245310924062;0.0001788552106798008;3.209381;5.745224;0.085274;36,880;5,586
65;0.650141924855556;57;0;0.034446;36,752;36,752;0;0;1,500;1.003483;3.724000;2.294377;7,466;29,286;36,752;0;0;0;0.0001736585225759469;0.0001784280759197929;3.209381;5.745224;0.085274;36,880;5,586
66;0.6600513525674411;57;0;0.034946;36,752;36,752;0;0;1,500;1.003483;3.724000;2.330309;7,466;29,286;36,752;0;0;0;0.0001725817294419523;0.0001752236192144717;3.209381;5.745224;0.085274;36,880;5,586
67;0.6701479218925747;58;0;0.035668;36,752;36,752;0;0;1,500;1.003483;3.724000;2.366917;7,466;29,286;36,752;0;0;0;0.0001706589747434233;0.0001768457969224788;3.209381;5.745224;0.085274;36,880;5,586
68;0.680099597432082;58;0;0.035971;36,752;36,752;0;0;1,500;1.003483;3.724000;2.403786;7,466;29,286;36,752;0;0;0;0.0001697601122530878;0.000174706905995824;3.209381;5.745224;0.085274;36,880;5,586
69;0.6901705125978436;58;0;0.035504;36,752;36,752;0;0;1,500;1.003483;3.724000;2.440186;7,466;29,286;36,752;0;0;0;0.0001725514019952197;0.0001750892956976688;3.209381;5.745224;0.085274;36,880;5,586
70;0.7001003642841089;57;0;0.034992;36,752;36,752;0;0;1,500;1.003483;3.724000;2.476052;7,466;29,286;36,752;0;0;0;0.000172060294514184;0.0001764698548150819;3.209381;5.745224;0.085274;36,880;5,586
71;0.7100595329521724;57;0;0.035605;36,752;36,752;0;0;1,500;1.003483;3.724000;2.512618;7,466;29,286;36,752;0;0;0;0.0001722409160719699;0.0001762733515670938;3.209381;5.745224;0.085274;36,880;5,586
72;0.7201293701205537;58;0;0.036567;36,752;36,752;0;0;1,500;1.003483;3.724000;2.550370;7,466;29,286;36,752;0;0;0;0.0001684533367328935;0.0001772191448974139;3.209381;5.745224;0.085274;36,880;5,586
73;0.7301511593508384;58;0;0.036053;36,752;36,752;0;0;1,500;1.003483;3.724000;2.587551;7,466;29,286;36,752;0;0;0;0.0001694094313621809;0.0001748778854943896;3.209381;5.745224;0.085274;36,880;5,586
74;0.7400688961159358;57;0;0.034403;36,752;36,752;0;0;1,500;1.003483;3.724000;2.622939;7,466;29,286;36,752;0;0;0;0.0001725807296034251;0.0001750816326693659;3.209381;5.745224;0.085274;36,880;5,586
75;0.7500235585684658;57;0;0.035423;36,752;36,752;0;0;1,500;1.003483;3.724000;2.659309;7,466;29,286;36,752;0;0;0;0.0001734589330864335;0.0001760744837330584;3.209381;5.745224;0.085274;36,880;5,586
76;0.7600796602874713;58;0;0.036045;36,752;36,752;0;0;1,500;1.003483;3.724000;2.696288;7,466;29,286;36,752;0;0;0;0.0001725438050475042;0.0001749118337605845;3.209381;5.745224;0.085274;36,880;5,586
77;0.7700225446369959;57;0;0.035796;36,752;36,752;0;0;1,500;1.003483;3.724000;2.732962;7,466;29,286;36,752;0;0;0;0.0001737662342660058;0.0001760010664400976;3.209381;5.745224;0.085274;36,880;5,586
78;0.7800591752200907;58;0;0.036089;36,752;36,752;0;0;1,500;1.003483;3.724000;2.769933;7,466;29,286;36,752;0;0;0;0.0001718184430501875;0.0001743808608843804;3.209381;5.745224;0.085274;36,880;5,586
79;0.7901597089390535;57;0;0.034940;36,752;36,752;0;0;1,500;1.003483;3.724000;2.805769;7,466;29,286;36,752;0;0;0;0.0001744991740272604;0.0001789010406721533;3.209381;5.745224;0.085274;36,880;5,586
80;0.8000168192691436;56;0;0.033845;36,752;36,752;0;0;1,500;1.003483;3.724000;2.840635;7,466;29,286;36,752;0;0;0;0.000172692513954913;0.000179296489123407;3.209381;5.745224;0.085274;36,880;5,586

# Part:  Number of output file with particles data.
# TimeStep [s]:  Physical time of simulation.
# Steps:  Number of calculation steps since the previous PART.
# DTsMin:  Number of times the Dt is updated with the minimum allowed value (can be 2 times per step when Symplectic is used).
# PartRuntime [s]:  Runtime of last PART simulation.
# NpSave:  Number of selected particles to save.
# NpSim:  Number of particles used in simulation (normal + periodic particles).
# NpNew:  Number of new fluid particles created by inlet conditions since the previous PART.
# NpOut:  Number of excluded fluid particles since the previous PART.
# NctSim:  Number of cells used in simulation for particle search.
# NpAlloc [X]:  Over-allocation memory for particles NpAlloc/NpSim.
# NctAlloc [X]:  Over-allocation memory for cells NctAlloc/NctSim.
# SimRuntime [s]:  Total runtime of simulation (initialisation tasks not included).
# NpbSim:  Number of fixed and moving particles (includes periodic particles).
# NpfSim:  Number of fluid and floating particles (includes periodic particles).
# NpNormal:  Total number of particles without periodic particles.
# NpOutPos:  Number of excluded particles due to invalid position.
# NpOutRho:  Number of excluded particles due to invalid density.
# NpOutMov:  Number of excluded particles due to invalid movement.
# DtMin [s]:  Minimum value of Dt since the previous PART.
# DtMax [s]:  Maximum value of Dt since the previous PART.
# MemCPU [MiB]:  Current CPU memory allocated (only includes the most memory intensive objects).
# MemGPU [MiB]:  Current GPU memory allocated (only includes the most memory intensive objects).
# MemGPU_Cells [MiB]:  Current GPU memory allocated for cells according to NctAlloc.
# NpAlloc:  Number of supported particles with memory allocated.
# NctAlloc:  Number of supported cells with memory allocated.
